wos_accession_number,doi,publication_year
WOS:000694893900001,10.1007/s11270-021-05340-8,2021
WOS:000634577300010,10.1016/j.appet.2021.105147,2021
WOS:000628643000001,10.3390/w13050628,2021
WOS:000754202500006,10.1590/0102-33062020abb0476,2021
WOS:000657734800001,10.1007/s10661-021-09140-9,2021
WOS:000647608000011,10.1016/j.scitotenv.2021.146054,2021
WOS:000709341700001,10.3390/ijerph181910303,2021
WOS:000666349300001,10.3390/w13121622,2021
WOS:000615045400004,10.1016/j.jece.2020.104844,2021
WOS:000680456000002,10.2323/jgam.2020.08.001,2021
WOS:000642467500008,10.1016/j.foodchem.2021.129504,2021
WOS:000621017700008,10.1007/s11356-021-12973-z,2021
WOS:000737452400001,10.3390/w13243600,2021
WOS:000635207100043,10.1016/j.scitotenv.2021.145110,2021
WOS:000614114100077,10.1016/j.envpol.2020.116373,2021
WOS:000682890500004,10.1016/j.psep.2021.06.017,2021
WOS:000685929800003,10.1016/j.jclepro.2021.127967,2021
WOS:000631920900002,10.1007/s10661-021-08980-9,2021
WOS:000691788700014,10.1016/j.heliyon.2021.e07706,2021
WOS:000735940500001,10.3390/microorganisms9122486,2021
WOS:000543695200001,10.1007/s10201-020-00630-2,2021
WOS:000625384700049,10.1016/j.scitotenv.2020.144473,2021
WOS:000704427000001,10.2166/wh.2021.187,2021
WOS:000691258000010,10.1016/j.jenvman.2021.113304,2021
WOS:000668106900006,10.1016/j.jclepro.2021.127697,2021
WOS:000579779600001,10.1111/wej.12643,2021
WOS:000759471400049,10.1021/acs.est.1c02129,2021
WOS:000700334500004,10.1016/j.scitotenv.2021.148862,2021
WOS:000701653900003,10.1016/j.jup.2021.101295,2021
WOS:000616136500020,10.1016/j.drugalcdep.2020.108471,2021
WOS:000642100500001,10.1039/d1ew00101a,2021
WOS:000760197000003,10.1016/j.ecolind.2021.108442,2021
WOS:000631725000016,10.1016/j.chemosphere.2020.128691,2021
WOS:000559954300020,10.1007/s11356-020-10429-4,2021
WOS:000588616700020,10.1016/j.scitotenv.2020.141776,2021
WOS:000702864800008,10.1016/j.watres.2021.117549,2021
WOS:000719511800001,10.3389/fmicb.2021.741750,2021
WOS:000558256600001,10.1111/wej.12631,2021
WOS:000551395600001,10.1007/s13280-020-01358-0,2021
WOS:000586853700001,10.1089/ees.2020.0245,2021
WOS:000713194100011,10.1016/j.watres.2021.117755,2021
WOS:000674607500007,10.1016/j.jddst.2021.102574,2021
WOS:000672529300005,10.1016/j.bbr.2020.113068,2021
WOS:000599421400018,10.1016/j.watres.2020.116478,2021
WOS:000686079500005,10.1016/j.watres.2021.117327,2021
WOS:000667180400009,10.37190/epe210209,2021
WOS:000710116900002,10.1016/j.hal.2021.102099,2021
WOS:000632958900011,10.1016/j.jwpe.2020.101820,2021
WOS:000697033700002,10.1016/j.ecoenv.2021.112741,2021
WOS:000642261700122,10.1016/j.isci.2021.102381,2021
WOS:000524011400001,10.1080/09593330.2020.1743371,2021
WOS:000637217000033,10.1016/j.psep.2020.09.058,2021
WOS:000647381000007,10.1016/j.watres.2021.117111,2021
WOS:000744067300001,10.1016/j.jes.2021.03.026,2021
WOS:000696824200004,10.1016/j.envpol.2021.117772,2021
WOS:000696805300010,10.1016/j.envpol.2021.117683,2021
WOS:000715047200003,10.1016/j.teac.2021.e00149,2021
WOS:000624887000001,10.3390/w13040439,2021
WOS:000659522800020,10.1016/j.jevs.2021.103619,2021
WOS:000595086100008,10.1016/j.jhazmat.2020.123693,2021
WOS:000699667800001,10.3390/ijerph18189652,2021
WOS:000620649400011,10.1016/j.watres.2021.116848,2021
WOS:000670386400009,10.1016/j.jece.2021.105555,2021
WOS:000612266400001,10.1007/s10337-020-03994-w,2021
WOS:000609985500003,10.1007/s40201-021-00616-x,2021
WOS:000711633300004,10.1016/j.jece.2021.106588,2021
WOS:000641160200002,10.1016/j.scitotenv.2021.145462,2021
WOS:000581684900071,10.1016/j.jhazmat.2020.123356,2021
WOS:000599516200012,10.1016/j.watres.2020.116569,2021
WOS:000659971200037,10.1016/j.chemosphere.2021.130513,2021
WOS:000597027200001,10.1080/01919512.2020.1856641,2021
WOS:000672119400015,10.1007/s11356-021-15218-1,2021
WOS:000647799000007,10.1016/j.wroa.2021.100099,2021
WOS:000701265600002,10.1016/j.scitotenv.2021.149455,2021
WOS:000664771400002,10.1016/j.jhazmat.2021.126142,2021
WOS:000714148500008,10.1002/awwa.1786,2021
WOS:000701917000001,10.3390/pr9091571,2021
WOS:000605624800002,10.1016/j.watres.2020.116643,2021
WOS:000631776700022,10.1016/j.sjbs.2020.12.017,2021
WOS:000781449800001,10.3390/ijerph19074003,2022
WOS:000821146300002,10.1016/j.marpolbul.2022.113579,2022
WOS:000787171300003,10.1007/s13762-021-03834-w,2022
WOS:000711852500011,10.1016/j.jhazmat.2021.127530,2022
WOS:000807347200004,10.1016/j.watres.2022.118670,2022
WOS:000788867700026,10.5004/dwt.2022.28269,2022
WOS:000797861100008,10.1016/j.jwpe.2022.102800,2022
WOS:000862695400002,10.1016/j.jenvman.2022.115817,2022
WOS:000790561100005,10.1016/j.jece.2022.107508,2022
WOS:000724574400004,10.1016/j.cej.2021.132829,2022
WOS:000880117000001,10.1016/j.jhazmat.2022.129838,2022
WOS:000734153900002,10.1016/j.chemosphere.2021.133325,2022
WOS:000808785800001,10.3390/ani12111334,2022
WOS:000936080400005,10.5004/dwt.2022.29077,2022
WOS:000807273200001,10.1016/j.watres.2022.118595,2022
WOS:000740245600016,10.1016/j.scitotenv.2021.151921,2022
WOS:000795159200004,10.1016/j.ecoleng.2022.106565,2022
WOS:000793538700002,10.1155/2022/6702733,2022
WOS:000675772500001,10.1007/s10071-021-01531-2,2022
WOS:000866817400001,10.3390/foods11193120,2022
WOS:000800673700012,10.1016/j.scitotenv.2022.153350,2022
WOS:000704988700009,10.1016/j.chemosphere.2021.131551,2022
WOS:000793656600001,10.1016/j.aquaculture.2022.738215,2022
WOS:000853850400001,10.1007/s11270-022-05859-4,2022
WOS:000925044300008,10.30638/eemj.2022.162,2022
WOS:000861717800002,10.1016/j.chemosphere.2022.135611,2022
WOS:000862592600009,10.1016/j.scitotenv.2022.158626,2022
WOS:000845163800001,10.3390/toxics10080485,2022
WOS:000734396500002,10.1016/j.jhazmat.2021.128056,2022
WOS:000729784100002,10.1007/s10661-021-09557-2,2022
WOS:000762689600003,10.1016/j.jhazmat.2022.128435,2022
WOS:000905243700005,10.1016/j.heliyon.2022.e12247,2022
WOS:000819371600002,10.1007/s00253-022-12013-x,2022
WOS:000851996500001,10.3390/w14172670,2022
WOS:000881803400008,10.1016/j.jksus.2022.102232,2022
WOS:000861226400002,10.1016/j.jenvman.2022.116225,2022
WOS:000821892200004,10.1007/s11270-022-05728-0,2022
WOS:000838937100001,10.3390/ijerph19159294,2022
WOS:000781550800004,10.1016/j.jwpe.2022.102711,2022
WOS:000819839200001,10.1016/j.foodchem.2022.132170,2022
WOS:000855746700001,10.2166/wh.2022.100,2022
WOS:000861394800006,10.1016/j.jclepro.2022.133762,2022
WOS:000799264500001,10.3390/nu14091721,2022
WOS:000821504500007,10.1016/j.watres.2022.118417,2022
WOS:000831605800007,10.1016/j.watres.2022.118787,2022
WOS:000843513800001,10.1038/s41545-022-00181-2,2022
WOS:000883435100001,10.2112/JCOASTRES-D-21-00101.1,2022
WOS:000865174100008,10.1007/s00284-022-03052-8,2022
WOS:000793070200009,10.1016/j.aca.2022.339729,2022
WOS:000883726400001,10.2166/aqua.2022.133,2022
WOS:000743241500007,10.1016/j.scitotenv.2021.152804,2022
WOS:000795169500001,10.3390/fishes7010034,2022
WOS:001128426100002,10.1016/j.jwpe.2022.103044,2022
WOS:000853930200006,10.1061/(ASCE)EE.1943-7870.0002053,2022
WOS:000862607500003,10.37190/epe220303,2022
WOS:000722864000001,10.1111/1758-2229.13031,2022
WOS:000800006400004,10.1016/j.cej.2022.136535,2022
WOS:000730783800003,10.1016/j.envres.2021.112308,2022
WOS:000698576900002,10.1007/s11356-021-16593-5,2022
WOS:000677903900001,10.1080/07900627.2021.1940105,2022
WOS:000692742600001,10.2166/ws.2021.292,2022
WOS:000782777200002,10.1007/s00339-022-05524-x,2022
WOS:000814693500002,10.1016/j.neuro.2022.05.007,2022
WOS:000892100100097,10.1371/journal.pone.0275318,2022
WOS:000752516100003,10.1016/j.jhazmat.2021.127904,2022
WOS:000758284200002,10.1016/j.chemosphere.2021.133419,2022
WOS:000815635000004,10.3103/S1063455X22020084,2022
WOS:000800388400001,10.2166/wh.2022.060,2022
WOS:000695338300001,10.1002/pat.5489,2022
WOS:000791202000003,10.1016/j.ntt.2022.107088,2022
WOS:000870343700001,10.1016/j.alcohol.2022.07.002,2022
WOS:000816989100014,10.1016/j.scitotenv.2022.156406,2022
WOS:000876334900001,10.1039/d2ew00046f,2022
WOS:000931688200001,10.1016/j.envres.2023.115260,2023
WOS:001024918800001,10.1038/s41545-023-00264-8,2023
WOS:001043787000001,10.1021/acs.est.3c00719,2023
WOS:001110247500001,10.1016/j.jece.2023.111185,2023
WOS:001104078300001,10.1016/j.mcat.2023.113616,2023
WOS:001061657300001,10.1016/j.trac.2023.117224,2023
WOS:001041899600001,10.3389/fevo.2023.1216567,2023
WOS:001056227100001,10.3390/foods12163063,2023
WOS:001005557800001,10.1186/s12302-023-00746-z,2023
WOS:001096711800010,10.17159/wsa/2023.v49.i4.4029,2023
WOS:001077707000001,10.1016/j.scitotenv.2023.166998,2023
WOS:001098273600001,10.3390/catal13101356,2023
WOS:001077259800001,10.3390/microorganisms11092133,2023
WOS:001035708700001,10.1016/j.watres.2023.120219,2023
WOS:001084346400001,10.1016/j.envint.2023.108214,2023
WOS:000906129500003,10.1007/s11270-022-06039-0,2023
WOS:000934477300001,10.2166/ws.2023.037,2023
WOS:001062488400001,10.2989/16085914.2023.2231513,2023
WOS:001116261100001,10.3390/w15234107,2023
WOS:001059640500001,10.1016/j.spc.2023.07.028,2023
WOS:000958660900001,10.3390/w15061157,2023
WOS:001054616900005,10.1007/s11270-023-06490-7,2023
WOS:000984757600001,10.1016/j.jhazmat.2023.131446,2023
WOS:000915228500001,10.3390/ijerph20021019,2023
WOS:001028991800001,10.1016/j.physbeh.2023.114269,2023
WOS:000957072100001,10.1016/j.envres.2023.115677,2023
WOS:000927973700001,10.1016/j.jwpe.2023.103518,2023
WOS:001062778800001,10.1016/j.seppur.2023.124766,2023
WOS:000929071800003,10.4194/TRJFAS21811,2023
WOS:001082192600001,10.1016/j.fochx.2023.100750,2023
WOS:000963612300001,10.1016/j.watres.2023.119667,2023
WOS:001050854000001,10.1039/d3ew00282a,2023
WOS:000945984600001,10.1016/j.watres.2023.119693,2023
WOS:000933429000003,10.1007/s00253-023-12397-4,2023
WOS:000906906400007,10.1016/j.scitotenv.2022.159465,2023
WOS:001105318900001,10.1016/j.heliyon.2023.e21580,2023
WOS:001074162900001,10.3390/microorganisms11092332,2023
WOS:000952508500001,10.2478/aoas-2023-0023,2023
WOS:000962423900001,10.1016/j.chemosphere.2023.138328,2023
WOS:000999923600001,10.1016/j.isci.2023.106612,2023
WOS:000989008600001,10.1016/j.jhazmat.2023.131429,2023
WOS:001059402900001,10.1016/j.eti.2023.103314,2023
WOS:001162804100011,10.1128/msystems.00379-23,2023
WOS:001050004400031,10.1038/s41598-023-40512-y,2023
WOS:001149894400001,10.1016/j.watres.2023.120559,2023
WOS:000963328300001,10.1016/j.envint.2023.107770,2023
WOS:001178324200019,10.5004/dwt.2023.30127,2023
WOS:000905229500002,10.1016/j.scitotenv.2022.160014,2023
WOS:000925691000001,10.1016/j.apgeochem.2022.105547,2023
WOS:001094525800001,10.1016/j.watres.2023.120485,2023
WOS:000896882000009,10.1016/j.foodcont.2022.109530,2023
WOS:000965457100001,10.1080/10942912.2023.2199947,2023
WOS:001015410000001,10.1016/j.seppur.2023.124206,2023
WOS:001053006000001,10.1016/j.watres.2023.120342,2023
WOS:001070961700001,10.1016/j.seppur.2023.124899,2023
WOS:001107303900197,10.1128/spectrum.02561-23,2023
WOS:000995616800001,10.3390/app13106110,2023
WOS:001011641300001,10.1016/j.ijbiomac.2023.125023,2023
WOS:000928270100005,10.1016/j.jwpe.2022.103437,2023
WOS:000938296300001,10.3390/chemosensors11020084,2023
WOS:001114421500001,10.1021/acs.est.3c06586,2023
WOS:000981551200001,10.1016/j.jwpe.2023.103705,2023
WOS:001031053900001,10.3390/ani13132055,2023
WOS:001083638800001,10.1016/j.jwpe.2023.104329,2023
WOS:000924977000001,10.1016/j.watres.2023.119618,2023
WOS:001114579100001,10.1016/j.hal.2023.102527,2023
WOS:000974372800001,10.1016/j.chemosphere.2023.137769,2023
WOS:000905670000001,10.1016/j.jwpe.2022.103406,2023
WOS:000958800100001,10.3390/w15061161,2023
WOS:001138499200022,10.15244/pjoes/169016,2023
WOS:000851589200001,10.1080/01919512.2022.2117131,2023
WOS:000900035900005,10.1016/j.seppur.2022.122365,2023
WOS:000981135700001,10.3390/microorganisms11040872,2023
WOS:000894441100001,10.1007/s11355-022-00533-7,2023
WOS:000985232500055,10.1038/s41598-023-28543-x,2023
WOS:001034778200021,10.1007/s11356-023-27506-z,2023
WOS:000990724300001,10.1158/1055-9965.EPI-22-0926,2023
WOS:001220767100001,10.1016/j.jwpe.2024.105140,2024
WOS:001384938700001,10.3390/d16120720,2024
WOS:001221341500001,10.1016/j.algal.2024.103465,2024
WOS:001325295300001,10.2166/wh.2024.166,2024
WOS:001227582400001,10.1016/j.desal.2024.117607,2024
WOS:001327731200001,10.1039/d4ew00645c,2024
WOS:001329622200001,10.1016/j.watres.2024.122540,2024
WOS:001348691300001,10.2166/wh.2024.277,2024
WOS:001345812300001,10.1021/acs.est.4c10988,2024
WOS:001312079000001,10.1016/j.cej.2024.155480,2024
WOS:001141728100001,10.1016/j.jiec.2023.09.048,2024
WOS:001265397500001,10.1016/j.jwpe.2024.105730,2024
WOS:001307726500001,10.1021/acs.est.4c02575,2024
WOS:001293376600001,10.1016/j.jhazmat.2024.134367,2024
WOS:001311461900001,10.3390/su16177625,2024
WOS:001307235200001,10.3390/cells13161386,2024
WOS:001293881400001,10.1016/j.scitotenv.2024.175316,2024
WOS:001268380200001,10.1016/j.jhazmat.2024.135145,2024
WOS:001230637700001,10.1016/j.scitotenv.2024.172227,2024
WOS:001293053500001,10.1016/j.watres.2024.122219,2024
WOS:001183415900001,10.3390/su16052043,2024
WOS:001219644300001,10.1016/j.jwpe.2024.105125,2024
WOS:001208974800001,10.1016/j.ecoenv.2024.116198,2024
WOS:001144066400005,10.1007/s11356-024-31848-7,2024
WOS:001290562300001,10.1016/j.aqrep.2024.102290,2024
WOS:001310352000001,10.3389/fenvs.2024.1433586,2024
WOS:000917861100001,10.1080/09593330.2023.2165455,2024
WOS:001307619100002,10.1007/s00343-024-4034-8,2024
WOS:001277179300001,10.1016/j.jclepro.2024.143155,2024
WOS:001150917500001,10.3390/w16020280,2024
WOS:001323598000001,10.3390/w16182666,2024
WOS:001127996500001,10.1016/j.scitotenv.2023.168713,2024
WOS:001222761500001,10.1016/j.heliyon.2024.e28926,2024
WOS:001359217700001,10.1002/awwa.2369,2024
WOS:001218358700001,10.1016/j.seppur.2024.126991,2024
WOS:001299536300001,10.1016/j.limno.2024.126183,2024
WOS:001317001900001,10.1016/j.jhazmat.2024.135708,2024
WOS:001352123300001,10.3390/w16213128,2024
WOS:001305546800001,10.3390/app14167325,2024
WOS:001163791700002,10.1007/s00204-024-03682-w,2024
WOS:001171727600001,10.1016/j.jhazmat.2024.133539,2024
WOS:001195576900015,10.1038/s41598-024-57329-y,2024
WOS:001316765000001,10.1016/j.watres.2024.122364,2024
WOS:001257363500001,10.3390/toxins16060264,2024
WOS:001121088800001,10.1111/mcn.13575,2024
WOS:001130276500005,10.1007/s11356-023-31329-3,2024
WOS:001185909700007,10.1002/awwa.2244,2024
WOS:001145029400001,10.1016/j.seppur.2023.126030,2024
WOS:001270190800001,10.3390/w16131768,2024
WOS:001329624300001,10.1016/j.jopan.2023.12.024,2024
WOS:001237562700001,10.1016/j.tifs.2024.104502,2024
WOS:001385637300001,10.3390/microorganisms12122610,2024
WOS:001227037800001,10.1016/j.jece.2024.112728,2024
WOS:001286999300001,10.3390/healthcare12151520,2024
WOS:001339323900001,10.1016/j.jhazmat.2023.132531,2024
WOS:001144437200001,10.1016/j.scitotenv.2023.169249,2024
WOS:001272717500001,10.1016/j.jenvman.2024.121828,2024
WOS:001102256100001,10.1016/j.pep.2023.106379,2024
WOS:001139731400001,10.3390/electronics13010063,2024
WOS:001256812700001,10.1088/1681-7575/ad5846,2024
WOS:001285314600001,10.1007/s00203-024-04099-w,2024
WOS:001238321500001,10.1016/j.jwpe.2024.105338,2024
WOS:001257799200001,10.1016/j.psep.2024.05.134,2024
WOS:001160068700001,10.3390/w16030455,2024
WOS:001242265300001,10.1021/acsomega.3c10175,2024
WOS:001264227200001,10.1016/j.seppur.2024.128050,2024
WOS:001360094700001,10.1016/j.scib.2024.06.018,2024
WOS:001164184500001,10.1016/j.jes.2023.08.030,2024
WOS:001180525800002,10.1155/2024/8858457,2024
WOS:001133294500001,10.1016/j.scitotenv.2023.168920,2024
WOS:001259807100001,10.1016/j.ecohyd.2024.03.004,2024
WOS:001180411100001,10.1016/j.watres.2024.121199,2024
WOS:001351346300001,10.1016/j.crfs.2024.100912,2024
WOS:001319023900001,10.1016/j.watres.2024.122461,2024
WOS:001211135500001,10.3390/atmos15040484,2024
WOS:001527088200001,10.3390/w17132034,2025
WOS:001476288000001,10.1016/j.jece.2025.116530,2025
WOS:001340230500001,10.1007/s00267-024-02071-4,2025
WOS:001423549400001,10.1016/j.eti.2025.104042,2025
WOS:001572957000044,10.1371/journal.pone.0332274,2025
WOS:001259103900001,10.1016/j.seppur.2024.128429,2025
WOS:001357186100001,10.1016/j.watres.2024.122767,2025
WOS:001454256800001,10.1016/j.jer.2023.10.016,2025
WOS:001499416300002,10.2166/aqua.2025.249,2025
WOS:001609627600004,10.1016/j.jece.2025.119871,2025
WOS:001648139200001,10.3390/w17243467,2025
WOS:001603792500001,10.3390/biology14101377,2025
WOS:001523935600001,10.1039/d5ew00412h,2025
WOS:001464724600001,10.3390/w17070956,2025
WOS:001316351100001,10.1007/s13280-024-02076-7,2025
WOS:001589515400010,10.1016/j.watres.2025.124392,2025
WOS:001402222300001,10.1016/j.watres.2024.123020,2025
WOS:001437280500001,10.1016/j.watres.2025.123336,2025
WOS:001413508000001,10.1016/j.jwpe.2025.107099,2025
WOS:001542702000002,10.1016/j.dwt.2025.101340,2025
WOS:001488590500002,10.1007/s11270-025-08077-w,2025
WOS:001444415800001,10.1039/d4ew00944d,2025
WOS:001491751300006,10.1007/s11270-025-08104-w,2025
WOS:001491767000002,10.1016/j.jhazmat.2025.138508,2025
WOS:001422369300001,10.1016/j.jwpe.2025.106947,2025
WOS:001550970200006,10.3791/67280,2025
WOS:001546939800002,10.1016/j.compbiolchem.2025.108604,2025
WOS:001530358600001,10.1093/alcalc/agaf042,2025
WOS:001531104400001,10.1007/s10068-025-01953-5,2025
WOS:001560768600001,10.1016/j.jup.2025.102027,2025
WOS:001453308000001,10.3390/w17060799,2025
WOS:001574604000008,10.1002/awwa.2501,2025
WOS:001489835000001,10.3390/w17081236,2025
WOS:001637279100001,10.1088/1748-9326/ae2696,2025
WOS:001528121100002,10.1016/j.watres.2025.124078,2025
WOS:001361165200001,10.1016/j.watres.2024.122764,2025
WOS:001505139100003,10.1016/j.watres.2025.123892,2025
WOS:001373781300001,10.1016/j.biortech.2024.131915,2025
WOS:001547308100009,10.1016/j.biortech.2025.133087,2025
WOS:001629000200001,10.1007/s13762-025-06807-5,2025
WOS:001507857900001,10.1007/s00203-025-04377-1,2025
WOS:001585909700001,10.1016/j.jece.2025.119479,2025
WOS:001447788700001,10.1080/09593330.2025.2478182,2025
WOS:001489521900001,10.1021/acs.est.5c04330,2025
WOS:001624156900001,10.3390/molecules30224348,2025
WOS:001608030200001,10.1016/j.jenvman.2025.127573,2025
WOS:001430841800001,10.1016/j.cej.2025.160677,2025
WOS:001570790800001,10.3389/fenvs.2025.1660425,2025
WOS:001501753900001,10.1515/pac-2025-0408,2025
WOS:001541324800002,10.1016/j.jwpe.2025.108407,2025
WOS:001605622000003,10.1016/j.jhazmat.2025.140118,2025
WOS:001554601100001,10.1007/s10661-025-14505-5,2025
WOS:001626646200001,10.3389/fpubh.2025.1680988,2025
WOS:001371320300001,10.1089/ees.2024.0187,2025
WOS:001461312100001,10.1080/09593330.2025.2486793,2025
WOS:001483943400001,10.1016/j.jece.2025.116834,2025
WOS:001542461200005,10.1016/j.jenvman.2025.126616,2025
WOS:001404703500001,10.3390/w17020139,2025
WOS:001488612400001,10.1007/s11783-025-2008-5,2025
WOS:001523765300002,10.1140/epjp/s13360-025-06559-8,2025
WOS:001474700700001,10.3390/atmos16040362,2025
WOS:001456556700001,10.1016/j.cej.2025.161678,2025
WOS:001571396300001,10.1080/10402381.2025.2543788,2025
WOS:001374546700001,10.1016/j.envres.2024.120500,2025
WOS:001425713700001,10.1016/j.jenvman.2025.124459,2025
WOS:001464431100001,10.1016/j.watres.2025.123573,2025
WOS:001582955400002,10.1016/j.jenvman.2025.127396,2025
WOS:001369423600002,10.1097/JCN.0000000000000953,2025
WOS:001411954200001,10.1016/j.nlm.2024.108019,2025
WOS:001486742200001,10.1128/aem.00686-25,2025
WOS:001636838200001,10.1002/fsn3.71339,2025
WOS:001647466700001,10.3390/life15121933,2025
WOS:001432197900001,10.1016/j.jelechem.2025.119028,2025
WOS:001549686500001,10.3390/su17157107,2025
WOS:001489800900001,10.1016/j.cej.2025.162892,2025
WOS:001394843200001,10.3390/w17010079,2025
WOS:001657494600001,10.1177/15579018251410727,2026
WOS:001703874300001,10.1111/joss.70120,2026
WOS:001610690800004,10.1016/j.snb.2025.139033,2026
WOS:001626995600001,10.1016/j.watres.2025.124965,2026
WOS:001698893000001,10.1093/jambio/lxag026,2026
WOS:001682964400002,10.4491/eer.2025.081,2026
WOS:001609127400001,10.1016/j.watres.2025.124848,2026
WOS:001696263000001,10.1016/j.jece.2026.121855,2026
WOS:001650664300001,10.1016/j.envpol.2025.127397,2026
WOS:001662076100001,10.1080/00318884.2025.2603640,2026
WOS:001669683100001,10.1016/j.chroma.2026.466703,2026
WOS:001596142200003,10.1016/j.jes.2025.04.002,2026
WOS:001528445800001,10.1016/j.talanta.2025.128529,2026
WOS:001695412000001,10.1016/j.jece.2026.121801,2026
WOS:001693446400006,10.1002/awwa.70041,2026
WOS:001653288100004,10.1007/s11270-025-09060-1,2026
WOS:001671931400001,10.3390/w18020231,2026
WOS:001707631000001,10.1021/acsomega.5c08792,2026
WOS:001616164000002,10.1016/j.jconhyd.2025.104760,2026
WOS:001698972500001,10.1016/j.watres.2026.125548,2026
WOS:001622133100001,10.1016/j.aquatox.2025.107646,2026
WOS:001665338500001,10.1016/j.jhazmat.2026.141030,2026
WOS:001661788400002,10.1016/j.aca.2026.345051,2026
